№;дата ;час;текст пов?домлень;м?тка;Pos1/Repos1;Автор/Group;Джерело;Мова;Like;Поширення;веб-адреса;;;;;;;;;;;;;
353;22.09.2024;13:14;"П?дозрюваний у вбивств? Фар?он був на м?сц? злочину ""з ймов?рн?стю 99,99%"" ? адвокат";1;Pos1;1sn.ua;google;Ukrainian;-;-;h11ps://1sn.ua/ukrayina/pidozryuvaniy-u-vbivs1vi-farion-buv-na-misci-zlochinu-z-ymovirnis1yu-99-99-advoka1-2664819.h1ml;;;;;;;;;;;;;
354;23.09.2024;12:31;Zelensky 1o presen1 'vic1ory plan' 1o Biden, Harris and 1rump;1;Pos1;bbc;google;English;15 700;-;h11ps://www.bbc.com/news/ar1icles/c5y30244467o;;;;;;;;;;;;;
355;23.09.2024;6:40;Six dead af1er record rain causes floods in Japan;1;Pos1;bbc;google;English;21 400;-;h11ps://www.bbc.com/news/ar1icles/c1jdpzj3gjlo;;;;;;;;;;;;;
356;23.09.2024;;1he riddles humans can solve bu1 compu1ers can'1;1;Pos1;bbc;google;English;6 400;-;h11ps://www.bbc.com/fu1ure/ar1icle/20240912-wha1-riddles-1each-us-abou1-1he-human-mind;;;;;;;;;;;;;
357;18.09.2024;16:08;Please save me': 1he Indians duped in1o figh1ing for Russia;1;Pos1;bbc;google;English;3 800;-;h11ps://www.bbc.com/news/ar1icles/cly6ve2x72xo;;;;;;;;;;;;;
358;23.09.2024;17:22;US 1o ban Chinese 1ech in cars;1;Pos1;bbc;google;English;21 000;-;h11ps://www.bbc.com/news/ar1icles/cwyegl8q80do;;;;;;;;;;;;;
359;23.09.2024;18:38;Bowen: Israel believes i1 has weakened Hezbollah bu1 escala1ion s1ill carries risks;1;Pos1;bbc;google;English;1 600;-;h11ps://www.bbc.com/news/ar1icles/c2kdg7jwvz7o;;;;;;;;;;;;;
360;23.09.2024;15:30;Boss of 1i1an sub firm said: 'No-one is dying under my wa1ch';1;Pos1;bbc;google;English;2 400;-;h11ps://www.bbc.com/news/ar1icles/c7819kx4498o;;;;;;;;;;;;;
361;23.09.2024;19:30;Sandi 1oksvig officia1es wedding of Abba's Bj?rn Ulvaeus;1;Pos1;bbc;google;English;240;-;h11ps://www.bbc.com/news/ar1icles/clylrrdjg78o;;;;;;;;;;;;;
362;24.09.2024;17:15;Israeli air s1rikes kill 274, Lebanon says, as 1housands flee sou1h of coun1ry;0;Pos1;bbc;google;English;432;-;h11ps://www.bbc.com/news/live/c5y32qew9z21;;;;;;;;;;;;;
363;25.09.2024;18:15;1rans woman killed in Georgia day af1er an1i-LGB1 law passed;0;Pos1;bbc;google;English;230;-;h11ps://www.bbc.com/news/ar1icles/cy0lnpn019xo;;;;;;;;;;;;;
364;23.09.2024;20:05;Modi mee1s 1op US 1ech leaders amid semiconduc1or push;0;Pos1;bbc;google;English;650;-;h11ps://www.bbc.com/news/ar1icles/cpqz2y9jd1ro;;;;;;;;;;;;;
365;21.09.2024;12:20;1he English wine 1ha1's rivalling Champagne;0;Pos1;bbc;google;English;400;-;h11ps://www.bbc.com/1ravel/ar1icle/20240918-1he-english-wine-1ha1s-rivalling-champagne;;;;;;;;;;;;;
366;22.09.2024;13:20;У проєкт? бюджету на 2025 р?к передбачено зб?льшення фонду оплати прац? для деяких державних орган?в.;0;Pos1;Всевидяче око;1elegram;Ukrainian;135;-;h11ps://1.me/c/1307866449/64997;;;;;;;;;;;;;
367;23.09.2024;14:20;У Польщ? оголосили в?йну бобрам;0;Pos1;Всевидяче око;1elegram;Ukrainian;228;-;h11ps://1.me/c/1307866449/64996;;;;;;;;;;;;;
368;24.09.2024;15:21;Тяжьолий люкс: ?обв?с?  депутата в?д Порошенка з дружиною, яких у в?йну застукали на в?дпочинку на Мальд?вах, коштує понад 10 млн;0;Pos1;Всевидяче око;1elegram;Ukrainian;344;-;h11ps://1.me/c/1307866449/64990;;;;;;;;;;;;;
369;22.09.2024;16:15;Прац?вниця ?Укрзал?зниц?? стала квадробером та зустр?чає пасажир?в;0;Pos1;Всевидяче око;1elegram;Ukrainian;344;-;h11ps://1.me/c/1307866449/64989;;;;;;;;;;;;;
370;24.09.2024;15:35;"Вбив д?вчину ? залив бетоном на балкон?. ?стор?я, яку розкрили через 16 рок?в. Випадково.
У П?вденн?й Кореї чолов?к з?знався, що вбив свою подругу, а її т?ло залив цементом на балкон? власної квартири.
Злочин стався понад 16 рок?в тому у м?ст? Кодже.
Чолов?к, якому зараз за 50, розпов?в м?сцев?й пол?ц?ї, що вдарив подругу тупим предметом п?д час сварки. Пот?м в?н поклав її т?ло у вал?зу, яку заховав п?д шаром цегли й цементу.
За словами пол?цейських, чолов?к продовжував жити у ц?й квартир? ще в?с?м рок?в, поки 2016 року його не заарештували за звинуваченням у збер?ганн? наркотик?в.
В?дтод? у квартир? н?хто не мешкав, її використовували як складське прим?щення.
За словами влади, родина загиблої ж?нки, як?й на момент убивства було близько 30, заявила про її зникнення т?льки за три роки п?сля загибел?.
Вони втратили зв'язок ?з донькою, а коли приїхали шукати її в Кодж?, їм пояснили, що ж?нка поїхала з м?ста. В?дтод? вона вважалася зниклою безв?сти.
Увесь цей час т?ло лишалося непом?ченим, доки минулого м?сяця його не знайшов ремонтник п?д час перфорац?йних роб?т, пов?домляють м?сцев? ЗМ?.
Т?ло, що частково збереглося завдяки вал?з?, ?дентиф?коване як т?ло зниклої ж?нки. Розтин показав, що вона померла в?д удару тупим предметом по голов?.
Чолов?к, якого пол?ц?я називає паном А, не жив у квартир?, коли виявили т?ло, але його швидко знайшли й заарештували.
Пол?ц?я стверджує, що продовжує розсл?дування ?, як оч?кують, висуне чолов?ку обвинувачення у вбивств?.
?? Ge11y (фото ?люстративн?), Geoje Police S1a1ion.\";1;POS1;BBC NEWS UKRAINE;FACEBOOK;УКРАЇНСЬКА;71;3;h11ps://www.facebook.com/share/p/qAsZJRHMJzD31mh3/?mibex1id=WC7FNe;;;;;;;;;;;;;
371;24.09.2024;16:45;"Черговий рос?йський удар по Харкову. 
М?шен? для рос?йських бомб ? житловий будинок, хл?бозавод, стад?он... Тобто звичайне життя звичайних людей. Рос?я ? терорист ? щодня п?дтверджує це своїми власними д?ями, своїм вибором воювати й пробувати розширювати в?йну. 
Зараз у Харков? триває рятувальна операц?я. Вс? служби на м?сц?. На цей час в?домо про трьох загиблих ? 24 постраждалих. Мої сп?вчуття вс?м р?дним ? близьким. 
Зараз на Генеральн?й Асамблеї ООН багато говорять про колективн? зусилля заради безпеки та майбутнього. Але треба просто зупинити терор. Щоб була безпека. Щоб було майбутнє. Щоб Рос?я припинила цю свою злочинну й неспровоковану агрес?ю, яка порушує вс? глобальн? правила. 
? я дякую вс?м державам, ус?м л?дерам, як? допомагають нам захищати життя наших людей в?д рос?йських удар?в.";1;POS1;Володимир Зеленський;FACEBOOK;УКРАЇНСЬКА;3000;757;h11ps://www.facebook.com/share/p/RRbEANRe64bKhGbu/?mibex1id=WC7FNe;;;;;;;;;;;;;
372;24.09.2024;13:15;"Майор ЗСУ, дипломат, м?н?стр ?нфраструктури України у 2016-2019 рр., пол?тик Володимир Омелян вважає, що план РФ зб?льшити витрати на в?йну говорить про те, що у ворога не залишилось ресурсу перемогти
Таку думку в?н висловив у етер? Еспресо.

""Вчорашн? новини, як? публ?кував Bloomberg про проєкт бюджету Рос?йської Федерац?ї на 2025 р?к мене мене насправд? вт?шили. Можливо, для окремих людей це п?дстава для якогось песим?зму, чи ?сторики, що все, треба терм?ново зак?нчувати в?йну вже в цьому роц?, бо ми в наступному роц? точно програємо, чи треба т?кати в СЗЧ, бо оп?р марний. Я вважаю навпаки. В 24-му роц? Рос?я витратила 30% бюджету на в?йськов? ц?л?, побивши рекорд Радянського союзу в останн?й р?к свого ?снування. На наступний р?к заплановано вже 40% витрат, витрати на оборону ? на в?йсько в них складатимуть б?льше, ан?ж на вс? ?нш? програми своєї держави. Соц?алка, осв?та, культура - все забуто, є єдина ц?ль - в?йна"", - сказав в?н. 

В?йськовий наголосив, що Україна має недостатнє ф?нансування з боку партнер?в, але нав?ть при цьому Рос?я все ще не може досягти соїх ц?лей.

""Що це показує - що в Рос?ї не залишилось ресурсу перемогти, Зах?д дос? не запустив в?йськову машину. Вибачте за в?дверт?сть, але ф?нансування України, допомога нам, ?де на р?вн? еколог?чних програм чи гендерних програм зах?дного св?ту. Це не ф?нансування в?йни в тому обсяз?, про що йшлося п?д час Другої св?тової в?йни, Першої, чи нав?ть потенц?йно третьої чи п?дготовки до неї. ? нав?ть з таким м?н?мальним ф?нансуванням рос?яни не можуть зробити те, що вони нав?ть ставили перед собою - захопити до к?нця Донбас. Не можуть зламати Україну, не можуть загрожувати заходу, бо останн? їхн? пуски ядерних ракет, так званих Сармат?в, як? насправд? зроблен? на баз? української Сатани, вони безвт?шн?. Перспектив ця країна технолог?чно вже не має"", - вважає в?н. 

На думку Володимира Омеляна, ворог матиме велик? проблеми вже наприк?нц? цього року, а наступного вони зростатимуть у ""геометричн?й прогрес?ї"".  

""В сьогоденному вим?р? так, вони все ще становлять для нас серйозну загрозу, вони все ще посилають десятки тисяч людей на смерть, ? нам просто об?єктивно немає їх им стримувати. Тому що якщо б унас було достатньо арти, достатньо БК, то рос?йського поступу н?якого не було б на сх?дному напрямку, але маємо те, що маємо. Тому я думаю, що Рос?я матиме виключно велик? проблеми наприк?нц? цього року, як? будуть зб?льшуватися в геометричн?й прогрес?ї в наступному роц?. Це гасло Пут?на ?Гроби зам?сть квартир? - це ще раз доказ того, що в?дбувається у них на ринку буд?вельному. Там почалася повна криза нерухомост?, у людей немає грошей, ? держава не має чим їх п?дтримувати. Це не в?д добра, просто у них зак?нчується бюджет, у них зак?нчується ф?нансування вс?х статей, окр?м в?йська"", - додав пол?тик.";1;POS1;espreso.1v;google;УКРАЇНСЬКА;-;-;h11ps://espreso.1v/viyna-z-rosiyeyu-novini-pro-proek1-byudzhe1u-rf-na-2025-rik-mene-v1ishili-mayor-zsu-omelyan?amp;;;;;;;;;;;;;
